,Name,AddressLine1,AddressLine2,AddressLine3,City,State,ZipCode,DesignatorCode,CertificateHoldingOffice,CertificateNumber,AccessoryRatingClass1,AccessoryRatingClass2,AccessoryRatingClass3,AccessoryRatingLimited,AirframeRatingClass1,AirframeRatingClass2,AirframeRatingClass3,AirframeRatingClass4,AirframeRatingLimited,InstrumentRatingClass1,InstrumentRatingClass2,InstrumentRatingClass3,InstrumentRatingClass4,InstrumentRatingLimited,PowerplantRatingClass1,PowerplantRatingClass2,PowerplantRatingClass3,PowerplantRatingLimited,PropellerRating1,PropellerRating2,PropellerRatingLimited,RadioRatingClass1,RadioRatingClass2,RadioRatingClass3,RadioRatingLimited,LimitedRatingEquipment,LimitedRatingAircraftFabric,LimitedRatingNonDestructiveTst,LimitedRatingFloats,LimitedRatingSpecializedServic,LimitedRatingRotorBlades,LimitedRatingLandingGear,Status,Original_Issue_Date,EASA_Certificate_Number,EASA_Expiration_Date,Certificated_Mechanics,Repairmen,Non_Certificated,Total_Employees
70,GOODWIN MECHANICAL SERVICES LLC                   ,914 W. BETTERAVIA RD.              ,                                   ,                                   ,SANTA MARIA           ,CA,93455,1GSR,WP01,1GSR291C,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N, ACTIVE            , 7-APR-2014,  6712        ,  1-AUG-2020, 1, 2, 2, 3
71,GWINNETT AERO MAINTENANCE LLC                     ,850 AIRPORT ROAD BOX 7             ,                                   ,                                   ,LAWRENCEVILLE         ,GA,30046,1GWR,SO11,1GWR012C,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 19-APR-2012, , , 5, 2, 1, 8
72,HANGAR R LLC                                      ,2550 N. GREAT SOUTHWEST PARKWAY    ,                                   ,                                   ,GRAND PRAIRIE         ,TX,75050,1H8R,SW19,1H8R826B,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N, ACTIVE            , 1-MAR-2011, ,  1-AUG-2017, 0, 1, 4, 5
73,HARRISON AVIONICS INC                             ,360 MEMORIAL FIELD DRIVE           ,                                   ,                                   ,HOPKINSVILLE          ,KY,42240,1H9R,CE17,1H9R825B,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N, ACTIVE            , 14-MAR-2011, , , 1, 1, 3, 5
74,HOT AIR AD-VENTURES LLC                           ,1430 W. HUMPHREY STREET            ,                                   ,                                   ,TAMPA                 ,FL,33604,1HAR,SO35,1HAR135B,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 29-MAY-2008, , , 0, 1, 0, 1
75,HANGAR ONE AVIONICS INC                           ,2026 PALOMAR AIRPORT ROAD          ,                                   ,                                   ,CARLSBAD              ,CA,92011,1HGR,WP09,1HGR058B,N,N,N,N,Y,N,Y,N,Y,N,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N, ACTIVE            , 2-JAN-2008, , , 13, 1, 10, 24
76,HELITENDER INC                                    ,10300 AIRPARK WAY                  ,HANGAR 3                           ,                                   ,PACOIMA               ,CA,91331,1HTR,WP01,1HTR181B,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N, ACTIVE            , 1-SEP-2009, , , 5, 3, 1, 9
77,HARTZELL ENGINE TECHNOLOGIES LLC                  ,2900 SELMA HWY                     ,                                   ,                                   ,MONTGOMERY            ,AL,36108,1HZR,SO09,1HZR769B,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 5-JAN-2011,  4418        ,  1-AUG-2020, 1, 13, 112, 126
78,INFLIGHT WARNING SYSTEMS INC                      ,3940 PROSPECT AVENUE               ,SUITE M                            ,                                   ,YORBA LINDA           ,CA,92886,1ILR,WP05,1ILR471B,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 3-NOV-2009,  6377        ,  1-DEC-2021, 0, 1, 1, 1
79,INDY AEROSPACE INC                                ,2801 Fortune Circle East Suite J   ,                                   ,                                   ,Indianapolis          ,IN,46241,1IYR,GL11,1IYR451C,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 17-DEC-2015, , , 0, 1, 0, 3
80,JAMES SCROBOLA AIRCRAFT SERVICES INC              ,2001 Wyoming Ave.                  ,                                   ,                                   ,Forty Fort            ,PA,18704,1J5R,EA05,1J5R468D,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N, ACTIVE            , 25-OCT-2019, , , 2, 0, 0, 2
81,JUST PLANE MAINTENANCE LLC                        ,7515 Lemmon Ave                    ,Hangar R                           ,                                   ,Dallas                ,TX,75209,1J9R,SW19,1J9R551D,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , , , , 0, 0, 0, 0
82,INDY JET SERVICES LLC                             ,3888 N. Aviation Way               ,                                   ,                                   ,GREENFIELD            ,IN,46140,1JIR,GL11,1JIR829B,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N, ACTIVE            , 31-MAY-2011, , , 6, 7, 0, 7
83,JETMARK AVIATION SERVICES INC                     ,2816 N. Sheridan Rd.               ,                                   ,                                   ,TULSA                 ,OK,74115,1JMR,SW15,1JMR280B,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N, ACTIVE            , 4-DEC-2008, , , 1, 1, 0, 2
84,JET TECH LTD                                      ,16233 VANOWEN ST.                  ,HANGAR #1                          ,                                   ,VAN NUYS              ,CA,91406,1JTR,WP01,1JTR688B,N,N,N,Y,N,N,N,N,Y,N,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 5-OCT-2011, , , 5, 1, 1, 10
85,"READYJET TECHNICAL SERVICES, INC.                 ",1 WARREN STREET                    ,                                   ,                                   ,JOHNSTOWN             ,NY,12095,1JYR,EA01,1JYR059C,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 28-MAR-2013,  6671        ,  1-MAR-2020, 0, 6, 9, 14
86,AIR-CRAFTERS AVIATION LLC                         ,"39450 3RD STREET EAST, #147        ",                                   ,                                   ,PALMDALE              ,CA,93550,1KAR,WP01,1KAR994B,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 29-MAY-2013, , , 1, 1, 0, 2
87,LEGACY AIRCRAFT SERVICES INC                      ,16101 Saticoy Street               ,Suite 201                          ,                                   ,Van Nuys              ,CA,91406,1L5R,WP01,1L5R474D,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 30-AUG-2018, , , 1, 0, 0, 2
88,LIVE AEROSPACE INC                                ,7205 NW 68TH ST                    ,BAY 11                             ,                                   ,MIAMI                 ,FL,33166,1L9R,SO19,1L9R030C,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 11-OCT-2012, , , 2, 0, 1, 4
89,LANDING GEAR TECHNOLOGIES LLC                     ,7635 WEST 2ND COURT                ,                                   ,                                   ,HIALEAH               ,FL,33014,1LGR,SO19,1LGR375B,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y, ACTIVE            , 4-MAR-2010,  6361        ,  1-OCT-2019, 2, 9, 49, 79
90,LKD AEROSPACE INC                                 ,8020 BRACKEN PLACE SE              ,                                   ,                                   ,SNOQUALMIE            ,WA,98065,1LKR,NM01,1LKR990Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , , ,  1-APR-2020, 1, 1, 6, 8
91,LUMA TECHNOLOGIES                                 ,13226 SE 30TH STREET               ,SUITE B-3                          ,                                   ,BELLEVUE              ,WA,98005,1LMR,NM01,1LMR778B,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 12-MAY-2015, , , 0, 2, 0, 7
92,LUHTECH INC                                       ,NORTH COUNTY AIRPORT F45           ,11250 # 8 AVIATION BLVD            ,                                   ,WEST PALM BEACH       ,FL,33412,1LUR,SO19,1LUR269B,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 10-JUL-2009, , , 3, 0, 2, 6
93,MTG AEROSPACE INC                                 ,7938 NW 66 STREET                  ,                                   ,                                   ,MIAMI                 ,FL,33166,1M2R,SO19,1M2R672B,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N, ACTIVE            , 29-OCT-2012,  6663        ,  12-OCT-2021, 0, 1, 3, 7
94,EMBRAER EXECUTIVE JET SERVICES LLC                ,5643 SOUTH AVERY CIRCLE            ,                                   ,                                   ,MESA                  ,AZ,85212,1MB2,WP07,1MB2176B,N,N,N,Y,N,N,N,N,Y,N,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N, ACTIVE            , 30-OCT-2008,  6191        ,  1-JUN-2021, 48, 6, 0, 53
95,EMBRAER EXECUTIVE JET SERVICES LLC                ,276 S.W. 34TH STREET               ,                                   ,                                   ,FT. LAUDERDALE        ,FL,33065,1MB3,SO19,1MB3176B,N,N,N,Y,N,N,N,N,Y,N,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N, ACTIVE            , 18-MAR-2009,  6195        ,  1-APR-2021, 64, 2, 24, 120
96,EMBRAER AIRCRAFT MAINTENANCE SERVICES INC         ,150 East Drive- Airport            ,                                   ,                                   ,Macon                 ,GA,31216,1MB4,SO11,1MB4176B,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 31-JUL-2019, , , 94, 0, 64, 199
97,"EMBRAER EXECUTIVE JET SERVICES, LLC               ",41 PERIMETER ROAD                  ,                                   ,                                   ,WINDSOR LOCKS         ,CT,6096,1MBD,EA63,1MBD176B,N,N,N,Y,N,N,N,N,Y,N,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 22-SEP-2008,  6491        ,  21-MAY-2021, 25, 3, 0, 36
98,EMBRAER AIRCRAFT MAINTENANCE SERVICES INC         ,10 AIRWAYS BOULEVARD               ,                                   ,                                   ,NASHVILLE             ,TN,37217,1MBR,CE19,1MBR176B,Y,Y,Y,N,N,N,N,N,Y,Y,Y,Y,Y,N,N,N,N,Y,N,N,N,Y,Y,Y,N,N,N,N,N,Y,N,N, ACTIVE            , 15-JAN-1991,  4442        ,  1-FEB-2021, 562, 33, 32, 646
99,MATHER AVIATION VAN NUYS LLC                      ,7240 HAVENHURST PLACE              ,                                   ,                                   ,VAN NUYS              ,CA,91406,1MER,WP01,1MER830B,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 18-DEC-2012, , , 4, 3, 3, 9
100,MASTER AIR PARTS INC                              ,3070 SKYWAY DRIVE SUITE 303        ,                                   ,                                   ,SANTA MARIA           ,CA,93455,1MPR,WP01,1MPR946Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 17-DEC-2007,  6351        ,  1-JUL-2021, 0, 3, 2, 5
101,"MP AERO, LLC                                      ",7701 WOODLEY AVENUE                ,                                   ,                                   ,VAN NUYS              ,CA,91406,1MQR,WP01,1MQR180C,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N, ACTIVE            , 18-APR-2013, ,  24-MAY-2015, 7, 2, 10, 39
102,MONTGOMERY AVIATION LLC                           ,11329 East State Road 32           ,                                   ,                                   ,Zionsville            ,IN,46077,1MYR,GL11,1MYR828C,N,N,N,N,Y,N,Y,N,Y,N,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N, ACTIVE            , 25-NOV-2015, , , 15, 4, 5, 24
103,INFLIGHT AEROSPACE SOJUTIONS INC                  ,3120 W 84TH STREET UNIT #4         ,                                   ,                                   ,Hialeah               ,FL,33018,1N4R,SO19,1N4R663D,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 20-JUN-2019,  6904        ,  23-OCT-2021, 0, 2, 0, 5
104,AIRCRAFT STRUCTURAL INSPECTIONS LLC               ,108A W. WASHINGTON                 ,                                   ,                                   ,MOUNTAIN VIEW         ,AR,72560,1NPR,SW11,1NPR910B,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,Y,N,N,Y,N,N,N,N, ACTIVE            , 28-SEP-2011, , , 0, 4, 0, 6
105,OLYMPIA PROPELLER GOVERNOR LLC                    ,4626 88TH AVE SW                   ,                                   ,                                   ,OLYMPIA               ,WA,98512,1OPR,NM01,1OPR610B,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N, ACTIVE            , 5-MAY-2011, , , 1, 0, 0, 1
106,RSM HOLDINGS LLC                                  ,"RSM HOLDINGS, LLC                  ",939 AIRPORT SERVICE ROAD           ,                                   ,NASHVILLE             ,TN,37214,1ORR,CE19,1ORR139B,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 5-MAY-2008, , , 26, 0, 0, 26
107,1 VISION AVIATION PLLC                            ,2500 Keokuk Avenue                 ,                                   ,                                   ,Sioux City            ,IA,51111,1OVR,CE01,1OVR169C,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 9-JUN-2016, , , 29, 0, 23, 57
108,TEMP AIRCRAFT LLC                                 ,813 S. Airport Drive               ,                                   ,                                   ,Springfield           ,IL,62707,1P5R,GL19,1P5R894C,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N, ACTIVE            , 21-APR-2016, , , 4, 0, 0, 4
109,PEM-AIR TURBINE ENGINE SERVICES LLC               ,16300 FLIGHT PATH DRIVE            ,                                   ,                                   ,BROOKSVILLE           ,FL,34604,1PSR,SO35,1PSR238C,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 16-OCT-2007,  6530        ,  22-JAN-2022, 14, 0, 15, 29
110,PLEXUS CORP                                       ,2444 SCHULTZ DR.                   ,                                   ,                                   ,NEENAH                ,WI,54957,1PXR,GL13,1PXR451B,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N, ACTIVE            , 14-SEP-2009,  6623        ,  6-MAY-2021, 0, 8, 67, 100
111,Q2 AVIATION                                       ,3918 Willow Lake Blvd              ,                                   ,                                   ,Memphis               ,TN,38118,1Q2R,CE21,1Q2R348D,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 11-SEP-2018,  6855        ,  14-DEC-2020, 6, 1, 0, 9
112,ISLA GRANDE MAINTENANCE AND AVIONICS SERVICES     ,ISLA GRANDE FLYING SCHOOL          ,FERNANDO LUIS RIBAS DOMINICCI      ,AIRPORT LOT G-6                    ,SAN JUAN              ,PR,919,1QPR,SO63,1QPR832B,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N, ACTIVE            , 1-MAR-2011, , , 1, 1, 0, 2
113,ROBINSON AEROSPACE INC                            ,13901 Aviator Way                  ,                                   ,                                   ,Fort Worth            ,TX,76117,1R0R,SW19,1R0R274D,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 22-OCT-2018, , , 1, 0, 0, 1
114,RED CLOUD AVIATION LLC                            ,SHAWNEE REGIONAL AIRPORT           ,2202 AIRPORT RD. HANGER 16         ,                                   ,SHAWNEE               ,OK,74804,1R3R,SW15,1R3R472D,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N, ACTIVE            , 23-NOV-2018, , , 2, 0, 0, 2
115,INTERNATIONAL AERO MAINTENANCE LLC                ,3131 Flightline Drive Suite 315    ,                                   ,                                   ,Lakeland              ,FL,33547,1R9R,SO15,1R9R664D,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 15-JAN-2020, , , 4, 0, 1, 5
116,FIRST CLASS MRO                                   ,18310 Rediness Road                ,Hanger 685B                        ,                                   ,Victorville           ,CA,92394,1RQR,WP21,1RQR706D,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 23-JAN-2020, , , 1, 0, 0, 1
117,R V MARINE INC                                    ,203 N DANDY ST.                    ,                                   ,                                   ,ST. MARYS             ,GA,31558,1RVR,SO11,1RVR314B,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 8-DEC-2008, , , 0, 1, 0, 1
118,RAW SPENCER LLC                                   ,16911 103RD AVENUE E.              ,                                   ,                                   ,PUYALLUP              ,WA,98374,1RWR,NM01,1RWR197C,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N, ACTIVE            , 26-MAR-2014, , , 1, 2, 0, 4
119,REXNORD INDUSTRIES LLC                            ,2162 UNION PLACE                   ,2175 UNION PLACE                   ,                                   ,SIMI VALLEY           ,CA,93065,1RXR,WP01,1RXR989B,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N, ACTIVE            , 18-MAY-2012, , , 0, 5, 16, 21
120,STEIN'S AIRCRAFT SERVICES LLC                     ,4222 91st Avenue                   ,                                   ,                                   ,Kenosha               ,WI,53144,1S3R,GL13,1S3R356M,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N, ACTIVE            , 26-MAR-2014, , , 7, 1, 1, 16
121,SIGNATURE AEROSPACE INC                           ,"1343 TERRELL MILL ROAD SE,         ",SUITE 364                          ,                                   ,MARIETTA              ,GA,30067,1SAR,SO11,1SAR999Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 30-JAN-2009, , , 0, 1, 0, 1
122,SARASOTA AVIONICS INC                             ,2633 LANTANA ROAD                  ,BLDG 1301                          ,                                   ,LANTANA               ,FL,33462,1SER,SO19,1SER284B,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N, ACTIVE            , 28-JUL-2009, , , 1, 2, 1, 10
123,SOUTHERN JET MANAGEMENT LLC                       ,1800 AIRPORT ROAD                  ,                                   ,                                   ,KENNESAW              ,GA,30144,1SJR,SO11,1SJR607Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N, ACTIVE            , 5-JAN-2007, , , 3, 1, 0, 5
124,SKYLINE AIRCRAFT AVIONICS DIVISION                ,3403 AIRPORT RD.                   ,                                   ,                                   ,NAMPA                 ,ID,83687,1SKR,NM11,1SKR253B,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N, ACTIVE            , 17-DEC-2008, , , 1, 1, 0, 4
125,FDS AVIONICS CORPORATION                          ,6435 SHILOH ROAD                   ,SUITE D                            ,                                   ,ALPHARETTA            ,GA,30005,1SUR,SO11,1SUR276B,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 4-FEB-2009,  6378        ,  1-DEC-2021, 0, 2, 4, 14
126,THE FRENCH CONNECTION                             ,809 GEORGE MADISON DRIVE           ,                                   ,                                   ,OWENSBORO             ,KY,42303,1TFR,CE17,1TFR462B,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N, ACTIVE            , 6-AUG-2009, , , 1, 1, 0, 1
127,GREENPOINT TECHNOLOGIES INC                       ,"15100 40th Ave N.E., Suite 201     ",                                   ,                                   ,Marysville            ,WA,98271,1TGR,NM01,1TGR325D,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 22-OCT-2018, , , 3, 1, 8, 18
128,THE HOME DEPOT USA                                ,4135 SOUTH AIRPORT ROAD            ,4135 SOUTH AIRPORT ROAD            ,                                   ,ATLANTA               ,GA,30336,1THR,SO11,1THR297B,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N, ACTIVE            , 11-FEB-2009, , , 4, 3, 0, 30
129,THINKOM SOLUTIONS INC                             ,4881 W. 145th Street               ,                                   ,                                   ,Hawthorne             ,CA,90250,1TKR,WP23,1TKR850C,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N, ACTIVE            , 18-APR-2017,  6882        ,  9-JUL-2021, 0, 5, 2, 41
130,TALON AIR MAINTENANCE SERVICES LLC                ,8300 REPUBLIC AIRPORT              ,                                   ,                                   ,FARMINGDALE           ,NY,11735,1TLR,EA11,1TLR581B,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N, ACTIVE            , 12-MAR-2010, , , 12, 2, 0, 14
131,"TAMPA CARGO, SAS CORP.                            ",1650 NW 66 TH AVE SUITE 206        ,BLDG 708                           ,SUITE 211                          ,MIAMI                 ,FL,33126,1TPR,SO19,1TPR381B,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 6-AUG-2009, , , 25, 0, 0, 29
